ID.o,Price, Volume, TradeTime, EventTime, Offer, Bid, Buyer, Seller, buyerID, sellerID, Realized Tot , R per Tr ,UnReal Q,U per tr Q, Unreal Tot $ ,User Volu,User%ofTotalVolu,Total Volu,TradeCount,1st HourVolu,1stHourUserVolu,1stHour?,last HourVolu,lastHourUserVolu,lastHour?,1stHR_Usr/1SThR_Tot,lastH-Usr/LAST-HR-Tot,1stHR_Usr/TOT_vol,lastH-Usr/TOT_vol,VWAP,Price*V,Range,(p2/p1)-1,ln(p2/p1),Net,Volat = stdev of LN,User Buy,User Sell,User Vol Traded (Buy+Sell),,,,,,,,,,,,Qualify
S9C915T,20.6,22,12:50:39,12041,20.6,20.300001,Server,Server,0,0,-9.50005,0,0,0,0,140,5.2930%,2645,9,868,40,0,2018,21,1,4.6083%,1.0406%,0.015122873,3.93435E-06,20.30570893,453.2,,0.01942,1.92313619%,-9.50005,,70,70,140,,,,,,,,,,,,T
S9C815T,20.5,19,12:57:32,12455,20.5,20.300001,Server,Server,0,0,970.2,0,-50,0,-1025,620,19.2846%,3215,28,958,85,0,2592,300,1,8.8727%,11.5741%,0.026438569,3.60002E-05,20.33748059,389.5,,0.02927,2.88481543%,-54.8,,285,335,620,,,,,,,,,,,,T
S9C615T,21,5,12:58:56,12539,20.9,20.6,Server,Server,0,10,7924.000059,105,-381,-5,-8001,421,14.6282%,2878,16,788,0,0,2416,401,1,0.0000%,16.5977%,0,5.76709E-05,20.34885342,105,,-0.00476,-0.47732788%,-76.999941,,20,401,421,,,,,,,,,,,,T
S9C315T,20,23,12:59:21,12568,21,20.7,Server,Server,0,10,3376.1,460,-190,-23,-3800,1620,42.5979%,3803,105,1564,345,0,2900,564,1,22.0588%,19.4483%,0.090717854,5.11393E-05,20.18711545,460,,0.03500,3.44014267%,-423.9,,715,905,1620,,,,,,,,,,,,T
S9C2315,21,11,12:51:40,12102,20.9,20.4,Server,Server,0,0,-672.300048,0,33,0,693,797,26.8803%,2965,57,1150,155,0,2116,66,1,13.4783%,3.1191%,0.05227656,1.05197E-05,20.28654307,231,,0.00000,0.00000000%,20.699952,,415,382,797,,,,,,,,,,,,T
S9C2215,21,4,12:57:17,12438,20.6,20.4,Server,Server,0,0,340.900008,0,-22,0,-462,520,17.4380%,2982,27,1028,121,0,2388,279,1,11.7704%,11.6834%,0.040576794,3.91798E-05,20.33329984,84,,0.00000,0.00000000%,-121.099992,,249,271,520,,,,,,,,,,,,T
S9C2115,20.7,20,12:56:44,12406,21,20.7,Server,Server,0,10,4.9,414,0,-20,0,242,8.5482%,2831,14,892,52,0,2202,90,1,5.8296%,4.0872%,0.018368068,1.44373E-05,20.34380081,414,,0.01449,1.43887375%,4.9,,121,121,242,,,,,,,,,,,,T
S9C2015,21,10,12:59:05,12546,21,20.4,Server,Server,10,0,-435.1,-210,20,10,420,310,9.2814%,3340,21,1546,168,0,2480,54,1,10.8668%,2.1774%,0.050299401,6.51922E-06,20.30622758,210,,0.00476,0.47506028%,-15.1,,165,145,310,,,,,,,,,,,,T
S9C1915,21,7,12:52:54,12178,20.9,20.2,Server,Server,0,0,1109.2,0,-53,0,-1113,165,6.0395%,2732,18,788,0,0,2296,109,1,0.0000%,4.7474%,0,1.7377E-05,20.32262079,147,,0.00000,0.00000000%,-3.8,,56,109,165,,,,,,,,,,,,T
S9C1615,21,16,12:57:31,12456,20.5,20.300001,Server,Server,0,0,17.799998,0,0,0,0,164,5.9399%,2761,12,848,32,0,2162,20,1,3.7736%,0.9251%,0.011590004,3.35049E-06,20.32260055,336,,-0.02381,-2.40975516%,17.799998,,82,82,164,,,,,,,,,,,,T
S9C15TS,21,4,12:58:07,12491,20.5,20.4,Server,Server,10,0,-1245.70009,-84,58,4,1218,882,25.1139%,3512,58,1022,130,0,3108,330,1,12.7202%,10.6178%,0.037015945,3.02328E-05,20.29678249,84,,0.00000,0.00000000%,-27.70009,,470,412,882,,,,,,,,,,,,T
S9C1515,21,11,12:53:01,12186,20.9,20.4,Server,Server,0,0,-20,0,0,0,0,200,7.1608%,2793,16,828,20,0,1936,15,1,2.4155%,0.7748%,0.007160759,2.77405E-06,20.32445402,231,,0.00000,0.00000000%,-20,,100,100,200,,,,,,,,,,,,T
S9C1415,21,18,12:58:32,12515,20.9,20.4,Server,Server,0,0,1535.5,0,-75,0,-1575,135,4.2776%,3156,11,828,20,0,2932,95,1,2.4155%,3.2401%,0.006337136,1.02665E-05,20.3604246,378,,0.00000,0.00000000%,-39.5,,30,105,135,,,,,,,,,,,,T
S9C1215,20.9,27,12:57:53,12474,20.9,20.800001,Server,Server,0,0,3238.200094,0,-162,0,-3385.8,730,23.1893%,3148,39,788,5,0,2836,585,1,0.6345%,20.6276%,0.00158831,6.55262E-05,20.37121987,564.3,,0.00478,0.47732788%,-147.599906,,284,446,730,,,,,,,,,,,,T
S9C115T,21,11,12:57:43,12466,20.6,20.4,Server,Server,0,0,1249.00005,0,-60,0,-1260,60,2.1598%,2778,2,788,0,0,2256,60,1,0.0000%,2.6596%,0,9.5737E-06,20.36724267,231,,0.00476,0.47506028%,-10.99995,,0,60,60,,,,,,,,,,,,T
S9C1115,20.6,19,12:56:36,12399,20.6,20.4,Server,Server,10,0,102.200025,-391.4,-7,19,-144.2,333,11.6393%,2861,21,896,59,0,2170,169,1,6.5848%,7.7880%,0.02062216,2.72213E-05,20.35256907,391.4,,0.00000,0.00000000%,-41.999975,,163,170,333,,,,,,,,,,,,T
S9C1015,20.7,10,12:57:20,12446,21,20.7,Server,Server,0,10,1121,207,-55,-10,-1138.5,115,4.0154%,2864,7,838,25,0,2318,60,1,2.9833%,2.5884%,0.00872905,9.03784E-06,20.35359639,207,,0.00966,0.96154587%,-17.5,,30,85,115,,,,,,,,,,,,T
S7C914T,21,1,12:57:49,12471,20.5,20.300001,Server,Server,0,0,429.600015,0,-20,0,-420,200,6.8190%,2933,15,948,80,0,2464,60,1,8.4388%,2.4351%,0.027275827,8.3023E-06,20.31329701,21,,-0.02381,-2.40975516%,9.600015,,90,110,200,,,,,,,,,,,,T
S7C814T,21,7,12:57:56,12478,20.7,20.6,Server,Server,0,0,4562,0,-231,0,-4851,577,17.9695%,3211,33,1656,337,0,2206,38,1,20.3502%,1.7226%,0.104951728,5.36461E-06,20.26652139,147,,-0.01429,-1.43887375%,-289,,173,404,577,,,,,,,,,,,,T
S7C714T,21,76,12:59:56,12599,21,20.9,Server,Server,10,10,6964.300187,0,-339,0,-7119,1059,32.8372%,3225,38,1124,99,0,2620,788,1,8.8078%,30.0763%,0.030697674,9.326E-05,20.30877528,1596,,0.00000,0.00000000%,-154.699813,,360,699,1059,,,,,,,,,,,,T
S7C614T,21,11,12:52:47,12172,20.9,20.4,Server,Server,0,0,4749.30005,0,-236,0,-4956,642,19.4075%,3308,32,1178,105,0,2078,195,1,8.9134%,9.3840%,0.031741233,2.83677E-05,20.22382116,231,,0.00000,0.00000000%,-206.69995,,203,439,642,,,,,,,,,,,,T
S7C514T,21,5,12:57:52,12478,20.6,20.4,Server,Server,0,0,17084.1,0,-853,0,-17913,1003,27.6537%,3627,51,1138,175,0,3308,594,1,15.3779%,17.9565%,0.048249242,4.95078E-05,20.19776678,105,,-0.01905,-1.92313619%,-828.9,,75,928,1003,,,,,,,,,,,,T
S7C414T,20.5,8,12:59:15,12560,20.5,20.1,Server,Server,0,10,14700.10028,164,-728,-8,-14924,3782,85.9741%,4399,145,788,108,0,4838,2559,1,13.7056%,52.8938%,0.024551034,0.00012024,20.14516944,164,,0.00000,0.00000000%,-223.899721,,1527,2255,3782,,,,,,,,,,,,T
S7C314T,20.2,32,12:57:35,12457,20.2,19.9,Server,Server,0,0,6938.39995,0,-344,0,-6948.8,742,23.6758%,3134,30,888,50,0,2406,428,1,5.6306%,17.7889%,0.015954052,5.67609E-05,20.24416083,646.4,,-0.00495,-0.49627893%,-10.40005,,199,543,742,,,,,,,,,,,,T
S7C214T,20.5,20,12:45:16,11718,20.5,20.2,Server,Server,0,0,-197.499985,0,11,0,225.5,251,11.1160%,2258,23,788,69,0,1546,10,1,8.7563%,0.6468%,0.030558016,2.86462E-06,20.19977857,410,,0.00488,0.48661897%,28.000015,,131,120,251,,,,,,,,,,,,T
S7C1914,20.3,5,12:55:21,12321,21,20.300001,Server,Server,0,10,3245.70005,101.5,-157,-5,-3187.1,207,7.9280%,2611,16,828,20,0,2078,152,1,2.4155%,7.3147%,0.0076599,2.8015E-05,20.28563774,101.5,,0.00985,0.98040001%,58.60005,,25,182,207,,,,,,,,,,,,T
S7C1714,21,5,12:59:17,12562,21,20.9,Server,Server,10,0,4093.500018,-105,-202,5,-4242,958,30.1732%,3175,45,1348,287,0,1842,213,1,21.2908%,11.5635%,0.090393701,3.64205E-05,20.27278746,105,,0.00000,0.00000000%,-148.499982,,378,580,958,,,,,,,,,,,,T
S7C1614,21,12,12:51:51,12114,20.9,19.9,Server,Server,0,0,11582.90003,0,-575,0,-12075,605,19.6429%,3080,37,938,75,0,2394,275,1,7.9957%,11.4871%,0.024350649,3.72956E-05,20.20535723,252,,-0.00476,-0.47732788%,-492.099975,,15,590,605,,,,,,,,,,,,T
S7C1514,20.9,65,12:51:40,12103,20.9,20.1,Server,Server,0,10,2379.200035,1358.5,-111,-65,-2319.9,903,28.8314%,3132,44,1860,297,0,2210,447,1,15.9677%,20.2262%,0.094827586,6.45793E-05,20.32171142,1358.5,,0.00478,0.47732788%,59.300035,,396,507,903,,,,,,,,,,,,T
S7C1414,21,10,12:58:58,12540,20.9,20.7,Server,Server,0,0,6363.200141,0,-309,0,-6489,907,29.3718%,3088,35,948,199,0,2750,334,1,20.9916%,12.1455%,0.064443005,3.93311E-05,20.26836146,210,,-0.00476,-0.47732788%,-125.799859,,299,608,907,,,,,,,,,,,,T
S7C1214,21,11,12:58:01,12484,20.9,20.7,Server,Server,0,0,1215.00004,0,-60,0,-1260,580,19.0601%,3043,34,968,125,0,2832,215,1,12.9132%,7.5918%,0.041077884,2.49484E-05,20.27180415,231,,0.00000,0.00000000%,-44.99996,,260,320,580,,,,,,,,,,,,T
S7C114T,19.9,20,10:39:50,4193,20.2,19.9,Server,Server,0,0,-931.3,0,47,0,935.3,151,30.1397%,501,7,892,116,0,0,0,0,13.0045%,#DIV/0!,0.231536926,#DIV/0!,20.01377246,398,,0.00000,0.00000000%,4,,99,52,151,,,,,,,,,,,,T
S7C1014,21,10,12:57:20,12443,20.5,20.300001,Server,Server,0,0,2425,0,-117,0,-2457,469,15.3519%,3055,25,1158,116,0,2370,189,1,10.0173%,7.9747%,0.03797054,2.61037E-05,20.32245503,210,,-0.02381,-2.40975516%,-32,,176,293,469,,,,,,,,,,,,T
S6C914T,21,11,12:51:25,12088,20.9,20.5,Server,Server,0,0,-2820.00006,0,132,0,2772,732,23.9843%,3052,44,1674,329,0,1910,128,1,19.6535%,6.7016%,0.107798165,2.1958E-05,20.32604857,231,,0.00000,0.00000000%,-48.00006,,432,300,732,,,,,,,,,,,,T
S6C814T,20.9,5,12:59:37,12580,20.9,19.9,Server,Server,0,10,8221.20007,104.5,-407,-5,-8506.3,987,28.6170%,3449,50,1708,277,0,2596,500,1,16.2178%,19.2604%,0.080313134,5.58434E-05,20.22577564,104.5,,0.00478,0.47732788%,-285.09993,,290,697,987,,,,,,,,,,,,T
S6C714T,21,13,12:59:20,12564,21,20.800001,Server,Server,10,0,131.2,-273,-10,13,-210,588,17.9159%,3282,45,1856,398,0,2266,147,1,21.4440%,6.4872%,0.12126752,1.9766E-05,20.26962221,273,,0.00000,0.00000000%,-78.8,,289,299,588,,,,,,,,,,,,T
S6C414T,20.9,43,12:58:24,12508,20.9,20.2,Server,Server,0,0,15655.39984,0,-775,0,-16197.5,1499,35.4877%,4224,61,2016,431,0,3190,487,1,21.3790%,15.2665%,0.102035985,3.61422E-05,20.19053044,898.7,,0.00478,0.47732788%,-542.100164,,362,1137,1499,,,,,,,,,,,,T
S6C314T,20.2,2,12:57:58,12483,21,20.800001,Server,Server,0,10,6382.000114,40.4,-310,-2,-6262,1110,33.0751%,3356,57,1368,230,0,2832,446,1,16.8129%,15.7486%,0.068533969,4.69267E-05,20.32288447,40.4,,0.02970,2.92703823%,120.000114,,400,710,1110,,,,,,,,,,,,T
S6C214T,21,17,12:57:36,12461,20.9,20.800001,Server,Server,0,0,-1565.200018,0,65,0,1365,2643,65.0985%,4060,104,2334,610,0,2472,1027,1,26.1354%,41.5453%,0.150246305,0.000102328,20.3840888,357,,0.00000,0.00000000%,-200.200018,,1354,1289,2643,,,,,,,,,,,,T
S6C2014,20.6,13,12:59:46,12587,20.6,20.300001,Server,Server,0,0,10733.60031,0,-525,0,-10815,959,30.9056%,3103,57,926,113,0,2638,490,1,12.2030%,18.5747%,0.036416371,5.98604E-05,20.23609424,267.8,,0.00485,0.48426245%,-81.399688,,217,742,959,,,,,,,,,,,,T
S6C1914,20.9,15,12:51:05,12068,20.4,20.1,Server,Server,0,0,4963.800099,0,-244,0,-5099.6,386,13.7269%,2812,26,940,76,0,1964,219,1,8.0851%,11.1507%,0.027027027,3.9654E-05,20.26795883,313.5,,0.00478,0.47732788%,-135.799901,,71,315,386,,,,,,,,,,,,T
S6C1714,20.1,6,12:57:07,12431,21,20.800001,Server,Server,0,10,5937.300049,120.6,-288,-6,-5788.8,926,29.6510%,3123,44,1148,111,0,2060,419,1,9.6690%,20.3398%,0.035542747,6.51291E-05,20.29385213,120.6,,-0.00498,-0.49875415%,148.500049,,319,607,926,,,,,,,,,,,,T
S6C1614,21.1,25,12:55:27,12332,20.7,19.9,Server,Server,0,0,1924.50005,0,-102,0,-2152.2,2756,61.6279%,4472,97,1954,412,0,2746,719,1,21.0850%,26.1835%,0.092128801,5.855E-05,20.25711093,527.5,,-0.01896,-1.91393402%,-227.69995,,1327,1429,2756,,,,,,,,,,,,T
S6C1514,21,8,12:58:21,12503,20.7,20.5,Server,Server,0,0,5208.700072,0,-253,0,-5313,563,18.9244%,2975,80,836,42,0,2618,264,1,5.0239%,10.0840%,0.014117647,3.38959E-05,20.2986891,168,,-0.01429,-1.43887375%,-104.299928,,155,408,563,,,,,,,,,,,,T
S6C1414,20.5,19,12:57:53,12476,20.5,20.300001,Server,Server,0,0,1206.899902,0,-63,0,-1291.5,1157,32.6191%,3547,50,1480,331,0,3016,388,1,22.3649%,12.8647%,0.093318297,3.62693E-05,20.2472796,389.5,,0.02439,2.40975516%,-84.600098,,547,610,1157,,,,,,,,,,,,T
S6C1214,20.2,20,12:58:52,12534,21.1,20.2,Server,Server,0,10,-785.69998,404,37,-20,747.4,1201,34.2068%,3511,56,1608,450,0,2724,456,1,27.9851%,16.7401%,0.128168613,4.7679E-05,20.29601255,404,,0.00990,0.98522964%,-38.29998,,619,582,1201,,,,,,,,,,,,T
S6C114T,20.8,10,12:56:41,12402,21,20.800001,Server,Server,0,10,10013.39997,208,-520,-10,-10816,1894,46.7078%,4055,97,1834,480,0,1400,155,1,26.1723%,11.0714%,0.11837238,2.73032E-05,20.16416773,208,,0.00962,0.95694510%,-802.600034,,687,1207,1894,,,,,,,,,,,,T
S6C1014,21,20,12:51:20,12084,21,20.4,Server,Server,10,0,186.699982,-420,-12,20,-252,568,20.0991%,2826,44,1018,115,0,1962,345,1,11.2967%,17.5841%,0.04069356,6.22226E-05,20.31291582,420,,0.00000,0.00000000%,-65.300018,,278,290,568,,,,,,,,,,,,T
S5C914T,21.2,7,12:59:52,12595,21.1,20.7,Server,Server,10,0,-2210.1,-148.4,90,7,1908,630,18.7556%,3359,25,1558,180,0,2618,360,1,11.5533%,13.7510%,0.053587377,4.09376E-05,20.33512952,148.4,,-0.00472,-0.47281412%,-302.1,,360,270,630,,,,,,,,,,,,T
S5C714T,20.5,10,12:58:27,12511,21,20.5,Server,Server,0,10,2276.4,205,-115,-10,-2357.5,893,26.8410%,3327,51,1510,376,0,1908,136,1,24.9007%,7.1279%,0.113014728,2.14244E-05,20.27087473,205,,0.02439,2.40975516%,-81.1,,389,504,893,,,,,,,,,,,,T
S5C614T,21,13,12:57:53,12475,20.6,20.4,Server,Server,0,0,510.899995,0,-25,0,-525,65,2.3818%,2729,14,798,5,0,2078,15,1,0.6266%,0.7218%,0.001832173,2.6451E-06,20.34840604,273,,-0.01905,-1.92313619%,-14.100005,,20,45,65,,,,,,,,,,,,T
S5C414T,21,40,12:57:19,12443,21,20.7,Server,Server,10,0,-12105.2001,-840,584,40,12264,1386,40.6929%,3406,88,1240,155,0,2418,546,1,12.5000%,22.5806%,0.045507927,6.62967E-05,20.35164419,840,,0.00476,0.47506028%,158.799898,,985,401,1386,,,,,,,,,,,,T
S5C314T,20.6,23,12:59:16,12558,21.1,20.6,Server,Server,0,10,2591.7999,473.8,-143,-23,-2945.8,2099,48.1754%,4357,108,2940,700,0,2544,649,1,23.8095%,25.5110%,0.160661005,5.85518E-05,20.28471428,473.8,,-0.00485,-0.48661897%,-354.0001,,978,1121,2099,,,,,,,,,,,,T
S5C214T,20.3,32,12:59:40,12584,21.1,20.6,Server,Server,0,10,12146.20008,649.6,-625,-32,-12687.5,2923,58.1923%,5023,131,1934,414,0,3688,1119,1,21.4064%,30.3416%,0.082420864,6.04054E-05,20.1758113,649.6,,0.00000,0.00000000%,-541.299925,,1149,1774,2923,,,,,,,,,,,,T
S5C1414,21,17,12:58:58,12540,21,20.800001,Server,Server,10,0,242.500013,-357,-10,17,-210,830,27.2757%,3043,45,1292,197,0,2388,496,1,15.2477%,20.7705%,0.064738745,6.82567E-05,20.34962211,357,,0.00476,0.47506028%,32.500013,,410,420,830,,,,,,,,,,,,T
S5C1214,21,18,12:59:44,12590,21.1,21,Server,Server,0,10,-392.600154,378,0,-18,0,2122,50.3440%,4215,116,788,55,0,3720,1032,1,6.9797%,27.7419%,0.013048636,6.58172E-05,20.29001197,378,,0.00000,0.00000000%,-392.600154,,1061,1061,2122,,,,,,,,,,,,T
S5C114T,20.9,35,12:59:45,12589,20.9,20.7,Server,Server,0,0,9718.60023,0,-474,0,-9906.6,746,23.1031%,3229,38,1334,135,0,2692,330,1,10.1199%,12.2585%,0.041808609,3.79639E-05,20.3175597,731.5,,0.00000,0.00000000%,-187.99977,,136,610,746,,,,,,,,,,,,T
S5C1114,21,4,12:57:55,12478,20.9,20.800001,Server,Server,0,0,6760.200049,0,-335,0,-7035,845,25.4825%,3316,56,1106,211,0,2888,400,1,19.0778%,13.8504%,0.063630881,4.17684E-05,20.22098922,84,,-0.00476,-0.47731831%,-274.799951,,255,590,845,,,,,,,,,,,,T
S5C1014,20.3,9,12:55:31,12332,21,20.300001,Server,Server,0,10,6504.300057,182.7,-321,-9,-6516.3,505,17.0839%,2956,53,838,65,0,2250,212,1,7.7566%,9.4222%,0.021989175,3.18749E-05,20.25849124,182.7,,-0.00493,-0.49382816%,-11.999943,,92,413,505,,,,,,,,,,,,T
S4C909T,19.9,17,12:56:28,12391,21,20.800001,Server,Server,0,10,2193.8,338.3,-114,-17,-2268.6,952,30.5128%,3120,46,1214,277,0,2714,477,1,22.8171%,17.5755%,0.088782051,5.63318E-05,20.28137823,338.3,,0.00000,0.00000000%,-74.8,,419,533,952,,,,,,,,,,,,T
S4C809T,20.5,19,12:57:30,12451,20.5,20.300001,Server,Server,0,0,799.900049,0,-40,0,-820,480,16.0589%,2989,27,948,80,0,2460,212,1,8.4388%,8.6179%,0.026764804,2.8832E-05,20.35098698,389.5,,0.02927,2.88481543%,-20.099951,,220,260,480,,,,,,,,,,,,T
S4C709T,20.1,90,12:55:18,12321,21,20.300001,Server,Server,10,10,3474.20016,0,-170,0,-3417,1088,34.0532%,3195,52,1126,249,0,2952,579,1,22.1137%,19.6138%,0.077934272,6.13891E-05,20.27042259,1809,,0.00995,0.99010710%,57.20016,,459,629,1088,,,,,,,,,,,,T
S4C609T,21,1,12:50:28,12029,20.7,20.4,Server,Server,0,0,628.8,0,-30,0,-630,470,16.4623%,2855,22,1314,110,0,1724,51,1,8.3714%,2.9582%,0.038528897,1.03616E-05,20.30521896,21,,0.00476,0.47506028%,-1.2,,220,250,470,,,,,,,,,,,,T
S4C509T,20.8,5,12:58:52,12534,20.800001,20.6,Server,Server,0,0,10444.40006,0,-513,0,-10670.4,839,26.6265%,3151,52,908,100,0,2838,428,1,11.0132%,15.0810%,0.031735957,4.78611E-05,20.27096163,104,,0.00000,0.00000000%,-225.999938,,163,676,839,,,,,,,,,,,,T
S4C409T,21,20,12:51:45,12110,20.9,20.2,Server,Server,0,0,4751.500094,0,-229,0,-4809,491,16.6723%,2945,30,1106,136,0,2272,220,1,12.2966%,9.6831%,0.046179966,3.28798E-05,20.29694403,420,,0.00000,0.00000000%,-57.499906,,131,360,491,,,,,,,,,,,,T
S4C309T,20,5,12:57:50,12474,21,20.4,Server,Server,0,10,5790.6,100,-285,-5,-5700,1225,37.0091%,3310,49,928,70,0,3006,875,1,7.5431%,29.1084%,0.021148036,8.79409E-05,20.32731119,100,,0.00500,0.49875415%,90.6,,470,755,1225,,,,,,,,,,,,T
S4C209T,20.5,19,12:57:34,12457,20.5,20.300001,Server,Server,0,0,1816,0,-90,0,-1845,150,5.3286%,2815,12,788,39,0,2250,50,1,4.9492%,2.2222%,0.013854352,7.89422E-06,20.30902313,389.5,,0.02439,2.40975516%,-29,,30,120,150,,,,,,,,,,,,T
S4C109T,20.9,5,12:50:43,12045,20.6,20.4,Server,Server,0,10,-1401.59998,104.5,72,-5,1504.8,430,16.2694%,2643,26,890,64,0,1536,192,1,7.1910%,12.5000%,0.024214907,4.72947E-05,20.32936061,104.5,,0.00478,0.47732788%,103.20002,,251,179,430,,,,,,,,,,,,T
S3C908T,20.7,19,12:57:27,12452,20.7,20.5,Server,Server,0,0,41.8,0,-2,0,-41.4,22,0.8023%,2742,4,808,10,0,2164,2,1,1.2376%,0.0924%,0.003646973,3.37059E-07,20.36925605,393.3,,0.01932,1.91393402%,0.4,,10,12,22,,,,,,,,,,,,T
S3C8a08,21.4,38,12:59:42,12585,21.4,20.800001,Server,Server,10,0,-683.6,-813.2,0,38,0,2160,47.0691%,4589,101,1958,450,0,3164,720,1,22.9826%,22.7560%,0.09806058,4.95882E-05,20.26066682,813.2,,0.00000,0.00000000%,-683.6,,1080,1080,2160,,,,,,,,,,,,T
S3C808T,21.2,22,12:57:26,12450,20.7,20.5,Server,Server,0,0,-315.60013,0,0,0,0,1400,37.2836%,3755,69,1688,450,0,2650,360,1,26.6588%,13.5849%,0.119840213,3.61782E-05,20.2931825,466.4,,-0.00472,-0.47281412%,-315.60013,,700,700,1400,,,,,,,,,,,,T
S3C708T,21.2,10,12:53:46,12228,20.4,20.1,Server,Server,10,0,647.200049,-212,-49,10,-1038.8,1239,35.1489%,3525,55,888,55,0,3076,594,1,6.1937%,19.3108%,0.015602837,5.47824E-05,20.27526251,212,,-0.00943,-0.94787440%,-391.599951,,595,644,1239,,,,,,,,,,,,T
S3C508T,20.6,18,12:54:49,12291,20.6,20.4,Server,Server,0,0,-17.80003,0,0,0,0,318,11.1657%,2848,35,908,60,0,2010,138,1,6.6079%,6.8657%,0.021067416,2.4107E-05,20.32981042,370.8,,0.01942,1.92313619%,-17.80003,,159,159,318,,,,,,,,,,,,T
S3C308T,21.1,1,12:57:34,12457,21.1,20.9,Server,Server,10,0,1706.800001,-21.1,-92,1,-1941.2,1250,38.4025%,3255,51,788,97,0,2142,502,1,12.3096%,23.4360%,0.029800307,7.20001E-05,20.24915521,21.1,,0.00000,0.00000000%,-234.399999,,579,671,1250,,,,,,,,,,,,T
S3C208T,20.1,35,12:59:35,12578,20.1,20,Server,Server,0,10,21912.9,703.5,-1088,-35,-21868.8,2082,66.6880%,3122,77,788,217,0,2616,843,1,27.5381%,32.2248%,0.069506726,0.000103218,20.09807816,703.5,,0.00498,0.49627893%,44.1,,497,1585,2082,,,,,,,,,,,,T
S3C1908,21,20,12:52:51,12174,20.9,20.2,Server,Server,0,0,1492.40001,0,-73,0,-1533,373,12.6914%,2939,23,888,60,0,2338,203,1,6.7568%,8.6826%,0.020415107,2.95428E-05,20.34106841,420,,0.00000,0.00000000%,-40.59999,,150,223,373,,,,,,,,,,,,T
S3C1708,20.5,21,12:59:27,12568,21.1,20.5,Server,Server,0,10,819.699978,430.5,-40,-21,-820,440,14.8649%,2960,19,788,0,0,2420,240,1,0.0000%,9.9174%,0,3.35046E-05,20.37118246,430.5,,0.00976,0.97088141%,-0.300022,,200,240,440,,,,,,,,,,,,T
S3C1608,21,12,12:56:22,12384,21,20.6,Server,Server,10,0,4936.4,-252,-244,12,-5124,1624,42.9743%,3779,68,1124,198,0,3328,731,1,17.6157%,21.9651%,0.052394813,5.81242E-05,20.28430807,252,,0.00000,0.00000000%,-187.6,,690,934,1624,,,,,,,,,,,,T
S3C1508,21,19,12:54:27,12272,21.300001,21.1,Server,Server,0,0,5425.5,0,-347,0,-7287,5681,72.8333%,7800,321,1688,450,0,8474,3200,1,26.6588%,37.7626%,0.057692308,4.84135E-05,20.35930771,399,,0.00476,0.47506028%,-1861.5,,2667,3014,5681,,,,,,,,,,,,T
S3C1408,20.9,39,12:51:29,12092,20.9,20.2,Server,Server,0,0,4,0,-1,0,-20.9,227,8.2456%,2753,17,818,22,0,2226,94,1,2.6895%,4.2228%,0.007991282,1.5339E-05,20.27584455,815.1,,0.00000,0.00000000%,-16.9,,113,114,227,,,,,,,,,,,,T
S3C1108,21,18,12:58:17,12501,20.9,20.6,Server,Server,0,0,5499.500008,0,-271,0,-5691,673,20.9331%,3215,45,968,90,0,2534,295,1,9.2975%,11.6417%,0.027993779,3.62105E-05,20.3597823,378,,0.00000,0.00000000%,-191.499992,,201,472,673,,,,,,,,,,,,T
S2C908T,21,11,12:52:02,12123,20.9,20.2,Server,Server,10,0,2216.200207,-231,-109,11,-2289,1011,32.1463%,3145,44,1092,285,0,2386,221,1,26.0989%,9.2624%,0.090620032,2.94511E-05,20.31920517,231,,0.00000,0.00000000%,-72.799793,,451,560,1011,,,,,,,,,,,,T
S2C808T,21,7,12:57:29,12452,20.6,20.5,Server,Server,0,0,-129.600038,0,0,0,0,660,20.3077%,3250,34,1654,250,0,2118,180,1,15.1149%,8.4986%,0.076923077,2.61495E-05,20.28858465,147,,0.00000,0.00000000%,-129.600038,,330,330,660,,,,,,,,,,,,T
S2C708T,20.7,17,12:59:21,12566,20.7,20.300001,Server,Server,0,0,12258.80014,0,-600,0,-12420,710,23.6037%,3008,30,888,100,0,2616,456,1,11.2613%,17.4312%,0.033244681,5.79494E-05,20.27267295,351.9,,0.00000,0.00000000%,-161.199856,,55,655,710,,,,,,,,,,,,T
S2C6b08,20.7,1,12:58:40,12522,21,20.7,Server,Server,0,10,7467.8,20.7,-394,-1,-8155.8,3074,61.1498%,5027,131,2040,360,0,1606,72,1,17.6471%,4.4832%,0.071613288,8.91822E-06,20.07718322,20.7,,0.01449,1.43887375%,-688,,1340,1734,3074,,,,,,,,,,,,T
S2C608T,21.1,59,12:53:23,12208,21,20.2,Server,Server,10,0,13204.80002,-1244.9,-668,59,-14094.8,1686,45.3226%,3720,82,1286,249,0,2242,620,1,19.3624%,27.6539%,0.066935484,7.43384E-05,20.21879033,1244.9,,-0.00474,-0.47506028%,-889.99998,,509,1177,1686,,,,,,,,,,,,T
S2C508T,21,11,12:52:54,12176,20.9,20.2,Server,Server,0,0,2619.50005,0,-130,0,-2730,932,29.2898%,3182,48,988,196,0,2544,220,1,19.8381%,8.6478%,0.06159648,2.71772E-05,20.25675677,231,,0.00000,0.00000000%,-110.49995,,401,531,932,,,,,,,,,,,,T
