ID.o,Price, Volume, TradeTime, EventTime, Offer, Bid, Buyer, Seller, buyerID, sellerID, Realized Tot , R per Tr ,UnReal Q,U per tr Q, Unreal Tot $ ,User Volu,User%ofTotalVolu,Total Volu,TradeCount,1st HourVolu,1stHourUserVolu,1stHour?,last HourVolu,lastHourUserVolu,lastHour?,1stHR_Usr/1SThR_Tot,lastH-Usr/LAST-HR-Tot,1stHR_Usr/TOT_vol,lastH-Usr/TOT_vol,VWAP,Price*V,Range,(p2/p1)-1,ln(p2/p1),Net,Volat = stdev of LN,User Buy,User Sell,User Vol Traded (Buy+Sell),,,,,,,,,,,,Qualify
S2C1208,21,15,12:52:59,12186,20.9,20.2,Server,Server,0,0,55.00001,0,0,0,0,180,6.6519%,2706,12,788,90,0,2312,50,1,11.4213%,2.1626%,0.033259424,7.99198E-06,20.30628235,315,,-0.00476,-0.47732788%,55.00001,,90,90,180,,,,,,,,,,,,8
S2C1108,21,11,12:52:49,12173,20.9,20.2,Server,Server,0,0,26.00002,0,0,0,0,240,8.7783%,2734,10,788,0,0,2312,50,1,0.0000%,2.1626%,0,7.91013E-06,20.29345286,231,,0.00000,0.00000000%,26.00002,,120,120,240,,,,,,,,,,,,8
S2C108T,20.5,22,12:50:48,12049,20.5,20.2,Server,Server,0,0,-925.1,0,49,0,1004.5,149,5.8847%,2532,8,788,99,0,1964,50,1,12.5635%,2.5458%,0.039099526,1.00546E-05,20.2949842,451,,0.01951,1.93242728%,79.4,,99,50,149,,,,,,,,,,,,
S2C1008,20.9,2,12:58:40,12521,20.9,20.7,Server,Server,0,0,2684.2,0,-126,0,-2633.4,918,29.4419%,3118,49,1326,255,0,2610,397,1,19.2308%,15.2107%,0.081783194,4.87836E-05,20.29429121,41.8,,0.00000,0.00000000%,50.8,,396,522,918,,,,,,,,,,,,8
S1C5b08,20.9,20,12:58:04,12487,20.9,20.800001,Server,Server,0,0,2139.00005,0,-102,0,-2131.8,458,16.3513%,2801,28,788,57,0,2568,160,1,7.2335%,6.2305%,0.020349875,2.22439E-05,20.29164586,418,,0.00000,0.00000000%,7.20005,,178,280,458,,,,,,,,,,,,B
S1C5a08,21,25,12:52:51,12173,20.9,20.300001,Server,Server,0,0,2161.60005,0,-104,0,-2184,436,15.3251%,2845,24,788,100,0,2364,100,1,12.6904%,4.2301%,0.035149385,1.48686E-05,20.28590511,525,,0.00000,0.00000000%,-22.39995,,166,270,436,,,,,,,,,,,,A
S1C4b08,21,6,12:58:38,12521,21,20.800001,Server,Server,0,0,802.3,0,-37,0,-777,263,9.4097%,2795,19,858,77,0,2490,60,1,8.9744%,2.4096%,0.027549195,8.62125E-06,20.30404293,126,,0.00000,0.00000000%,25.3,,113,150,263,,,,,,,,,,,,B
S1C4a08,20.9,42,12:52:45,12167,20.9,20.1,Server,Server,0,0,1081,0,-50,0,-1045,330,11.7521%,2808,19,930,141,0,2374,59,1,15.1613%,2.4853%,0.050213675,8.85063E-06,20.28896011,877.8,,0.00000,0.00000000%,36,,140,190,330,,,,,,,,,,,,A
S1C3B08,20.6,19,12:57:33,12457,20.6,20.4,Server,Server,0,0,-192,0,10,0,206,208,7.2676%,2862,10,1124,99,0,2088,10,1,8.8078%,0.4789%,0.034591195,1.6734E-06,20.33770094,391.4,,0.01942,1.92313619%,14,,109,99,208,,,,,,,,,,,,B
S1C3A08,20.4,19,12:57:23,12444,20.4,20.2,Server,Server,0,0,-85.799901,0,0,0,0,596,18.8191%,3167,26,1124,99,0,2698,398,1,8.8078%,14.7517%,0.031259867,4.65793E-05,20.3568046,387.6,,0.02941,2.89875369%,-85.799901,,298,298,596,,,,,,,,,,,,A
S1C2a08,21,10,12:58:44,12526,21,20.6,Server,Server,10,10,3605.10008,0,-178,0,-3738,642,21.9487%,2925,40,788,27,0,2396,482,1,3.4264%,20.1169%,0.009230769,6.87756E-05,20.31104278,210,,-0.01905,-1.92313619%,-132.89992,,232,410,642,,,,,,,,,,,,A
S1C1b08,21,11,12:57:21,12445,20.5,20.300001,Server,Server,0,0,14.8,0,0,0,0,198,7.1558%,2767,13,788,126,0,2162,0,1,15.9898%,0.0000%,0.045536682,0,20.31239612,231,,0.00000,0.00000000%,14.8,,99,99,198,,,,,,,,,,,,B
S1C1b 2,20.800001,6,12:59:21,12564,20.800001,20.7,Server,Server,0,10,5480.3002,124.800006,-265,-6,-5512.000265,351,11.5385%,3042,29,788,0,0,2684,241,1,0.0000%,8.9791%,0,2.95172E-05,20.35003298,124.800006,,0.00481,0.47961242%,-31.700065,,43,308,351,,,,,,,,,,,,B
S1C1a08,20.5,22,12:50:40,12042,20.5,20.2,Server,Server,0,0,1.1,0,0,0,0,182,6.8653%,2651,8,888,76,0,2102,0,1,8.5586%,0.0000%,0.028668427,0,20.28476048,451,,0.02439,2.40975516%,1.1,,91,91,182,,,,,,,,,,,,A
S10C9b1,21.1,42,12:55:34,12340,21.1,20.4,Server,Server,10,0,1687.90012,-886.2,-90,42,-1899,1246,38.1623%,3265,59,788,115,0,3032,708,1,14.5939%,23.3509%,0.035222052,7.15189E-05,20.2871976,886.2,,-0.00474,-0.47506028%,-211.09988,,578,668,1246,,,,,,,,,,,,B
S10C9a1,20.9,4,12:59:51,12597,20.800001,20.6,Server,Server,0,0,9186.100219,0,-450,0,-9405,726,24.3298%,2984,38,848,80,0,2702,458,1,9.4340%,16.9504%,0.026809651,5.68043E-05,20.24514083,83.6,,-0.00478,-0.47961723%,-218.899781,,138,588,726,,,,,,,,,,,,A
S10C8b1,20.5,22,12:50:47,12050,20.5,20.1,Server,Server,0,0,-947.699974,0,52,0,1066,534,18.0101%,2965,28,1354,100,0,1938,241,1,7.3855%,12.4355%,0.033726813,4.1941E-05,20.29399667,451,,0.02439,2.40975516%,118.300026,,293,241,534,,,,,,,,,,,,B
S10C8a1,21.1,4,12:51:37,12102,20.9,20.2,Server,Server,0,0,38.700055,0,0,0,0,224,8.2142%,2727,16,930,72,0,2212,67,1,7.7419%,3.0289%,0.02640264,1.11072E-05,20.28452514,84.4,,-0.00948,-0.95238815%,38.700055,,112,112,224,,,,,,,,,,,,A
S10C7b1,21,2,12:57:08,12431,20.6,20.9,Server,Server,0,0,2841.3,0,-140,0,-2940,320,11.0193%,2904,29,928,70,0,2186,200,1,7.5431%,9.1491%,0.024104683,3.15053E-05,20.330062,42,,-0.01905,-1.92313619%,-98.7,,90,230,320,,,,,,,,,,,,B
S10C715,20.6,22,12:50:52,12054,20.6,20.300001,Server,Server,0,0,189.6,0,-10,0,-206,150,5.7208%,2622,16,868,40,0,1930,0,1,4.6083%,0.0000%,0.01525553,0,20.2755149,453.2,,0.01456,1.44580832%,-16.4,,70,80,150,,,,,,,,,,,,5
S10C6b1,20.5,19,12:57:09,12432,20.5,20.300001,Server,Server,0,0,46.399998,0,0,0,0,254,8.5753%,2962,16,888,50,0,2406,78,1,5.6306%,3.2419%,0.016880486,1.0945E-05,20.34277519,389.5,,0.02439,2.40975516%,46.399998,,127,127,254,,,,,,,,,,,,B
S10C6a1,21,25,12:57:36,12459,20.5,20.300001,Server,Server,0,0,26.89997,0,0,0,0,190,6.7785%,2803,11,888,50,0,2222,60,1,5.6306%,2.7003%,0.017838031,9.6335E-06,20.33713883,525,,-0.02381,-2.40975516%,26.89997,,95,95,190,,,,,,,,,,,,A
S10C5b1,21,11,12:56:37,12401,20.800001,20.4,Server,Server,0,0,-1.70003,0,0,0,0,104,3.7942%,2741,16,838,42,0,2390,20,1,5.0119%,0.8368%,0.015322875,3.05297E-06,20.33338201,231,,0.00000,0.00000000%,-1.70003,,52,52,104,,,,,,,,,,,,B
S10C5a1,21,16,12:57:34,12460,20.5,20.300001,Server,Server,0,0,-37.7,0,0,0,0,210,6.6330%,3166,18,828,20,0,2906,155,1,2.4155%,5.3338%,0.006317119,1.68471E-05,20.34036643,336,,-0.02381,-2.40975516%,-37.7,,105,105,210,,,,,,,,,,,,A
S10C4B1,20.300001,21,12:58:25,12506,20.300001,20.1,Server,Server,0,10,27159.80047,426.300021,-1346,-21,-27323.80135,2674,65.5392%,4080,113,1354,377,0,3472,1559,1,27.8434%,44.9021%,0.092401961,0.000110054,20.13213252,426.300021,,0.00493,0.49139655%,-164.000878,,664,2010,2674,,,,,,,,,,,,B
S10C4a1,20.6,5,12:59:32,12576,20.5,20.1,Server,Server,0,0,15204.70026,0,-750,0,-15450,1934,54.5250%,3547,100,970,186,0,3210,1062,1,19.1753%,33.0841%,0.052438681,9.32735E-05,20.16862148,103,,-0.00485,-0.48661897%,-245.29974,,592,1342,1934,,,,,,,,,,,,A
S10C3b1,20.9,8,12:59:23,12565,20.9,20.800001,Server,Server,0,10,2205.0001,167.2,-105,-8,-2194.5,385,13.4474%,2863,37,788,69,0,2692,186,1,8.7563%,6.9094%,0.024100594,2.41333E-05,20.30027946,167.2,,0.00478,0.47732788%,10.5001,,140,245,385,,,,,,,,,,,,B
S10C3a1,20.9,11,12:59:26,12568,20.9,20.7,Server,Server,0,0,10917.50022,0,-535,0,-11181.5,775,24.5798%,3153,50,888,79,0,2700,445,1,8.8964%,16.4815%,0.025055503,5.22724E-05,20.25880123,229.9,,0.00000,0.00000000%,-263.99978,,120,655,775,,,,,,,,,,,,A
S10C2B1,20.300001,27,12:59:26,12571,20.300001,20.1,Server,Server,0,10,7197.300319,548.100027,-394,-27,-7998.200394,4572,78.5027%,5824,165,3466,1100,0,5400,2314,1,31.7369%,42.8519%,0.188873626,7.3578E-05,20.19301175,548.100027,,0.00000,0.00000000%,-800.900075,,2089,2483,4572,,,,,,,,,,,,B
S10C2A1,20,20,12:59:35,12579,20,19.9,Server,Server,0,10,46923.9,400,-2349,-20,-46980,2845,73.2492%,3884,93,1580,595,0,2616,1145,1,37.6582%,43.7691%,0.153192585,0.000112691,19.98442327,400,,0.00000,0.00000000%,-56.1,,248,2597,2845,,,,,,,,,,,,A
S10C23b,21,11,12:53:23,12206,20.9,20.300001,Server,Server,0,0,1831.20006,0,-89,0,-1869,565,19.6317%,2878,45,840,126,0,2374,100,1,15.0000%,4.2123%,0.043780403,1.46362E-05,20.29735937,231,,0.00000,0.00000000%,-37.79994,,238,327,565,,,,,,,,,,,,B
S10C23a,20.8,35,12:59:36,12579,20.7,20.6,Server,Server,0,0,5182.800031,0,-254,0,-5283.2,666,22.1189%,3011,54,968,160,0,2772,231,1,16.5289%,8.3333%,0.053138492,2.76763E-05,20.23623385,728,,-0.00481,-0.48192864%,-100.399969,,206,460,666,,,,,,,,,,,,A
S10C1B1,21,11,12:52:45,12167,20.9,20.4,Server,Server,0,0,32.200048,0,0,0,0,318,10.8016%,2944,17,1178,150,0,2298,29,1,12.7334%,1.2620%,0.050951087,4.28657E-06,20.27907616,231,,0.00000,0.00000000%,32.200048,,159,159,318,,,,,,,,,,,,B
S10C1A1,20.9,42,12:54:56,12297,20.9,20.4,Server,Server,0,0,3369.10005,0,-165,0,-3448.5,563,16.5734%,3397,27,1528,199,0,2488,50,1,13.0236%,2.0096%,0.058581101,5.91594E-06,20.29855763,877.8,,0.00478,0.47732788%,-79.39995,,199,364,563,,,,,,,,,,,,A
S10C17b,21.8,13,12:58:13,12497,21.7,20.7,Server,Server,10,0,-28784.00007,-283.4,1329,13,28972.2,3659,70.1495%,5216,160,788,148,0,3490,1031,1,18.7817%,29.5415%,0.028374233,5.66364E-05,20.44911812,283.4,,0.00000,0.00000000%,188.199931,,2494,1165,3659,,,,,,,,,,,,B
S10C17a,20,40,12:59:31,12575,21.300001,20.300001,Server,Server,0,10,-22128.70009,800,1028,-40,20560,5204,68.4647%,7601,214,3924,1450,0,5684,1965,1,36.9521%,34.5707%,0.190764373,4.54818E-05,20.40497306,800,,0.01000,0.99503309%,-1568.700087,,3116,2088,5204,,,,,,,,,,,,A
S10C16b,21,1,12:59:59,12601,21,20.800001,Server,Server,10,0,2095.1,-21,-105,1,-2205,849,27.1073%,3132,62,928,169,0,2422,50,1,18.2112%,2.0644%,0.053959132,6.59135E-06,20.25191571,21,,-0.00952,-0.95694510%,-109.9,,372,477,849,,,,,,,,,,,,B
S10C16a,20.6,19,12:57:43,12466,20.6,20.4,Server,Server,0,0,374.499987,0,-18,0,-370.8,164,5.9270%,2767,19,828,48,0,2068,11,1,5.7971%,0.5319%,0.017347308,1.92235E-06,20.31676911,391.4,,0.01942,1.92313619%,3.699987,,73,91,164,,,,,,,,,,,,A
S10C15b,20.1,39,12:58:18,12502,21,20.1,Server,Server,0,10,-564.700006,783.9,31,-39,623.1,823,21.6351%,3804,42,2370,266,0,2268,228,1,11.2236%,10.0529%,0.069926393,2.64272E-05,20.25131441,783.9,,0.00000,0.00000000%,58.399994,,427,396,823,,,,,,,,,,,,B
S10C15a,20.4,22,12:51:27,12089,20.4,20.1,Server,Server,0,0,7.2,0,0,0,0,356,11.0285%,3228,14,1814,162,0,2044,177,1,8.9305%,8.6595%,0.050185874,2.68262E-05,20.27026028,448.8,,0.02451,2.42142581%,7.2,,178,178,356,,,,,,,,,,,,A
S10C14b,20.9,26,12:52:37,12159,20.9,20.4,Server,Server,0,0,10.3,0,0,0,0,214,7.4125%,2887,9,1028,49,0,2334,82,1,4.7665%,3.5133%,0.016972636,1.21693E-05,20.34696917,543.4,,0.00478,0.47732788%,10.3,,107,107,214,,,,,,,,,,,,B
S10C14a,21,7,12:57:43,12465,20.6,20.4,Server,Server,0,0,-43.300018,0,0,0,0,460,14.4836%,3176,28,1126,100,0,2380,103,1,8.8810%,4.3277%,0.031486146,1.36264E-05,20.31187031,147,,0.00000,0.00000000%,-43.300018,,230,230,460,,,,,,,,,,,,A
S10C13b,20.1,24,12:59:08,12552,21,20.1,Server,Server,0,10,4125.79995,482.4,-204,-24,-4100.4,942,28.9223%,3257,50,1168,120,0,2764,632,1,10.2740%,22.8654%,0.036843721,7.02039E-05,20.25606391,482.4,,0.00000,0.00000000%,25.39995,,369,573,942,,,,,,,,,,,,B
S10C13a,21,11,12:51:50,12113,20.9,20.2,Server,Server,0,0,3434.100008,0,-167,0,-3507,579,19.5740%,2958,34,1176,304,0,2142,153,1,25.8503%,7.1429%,0.102772143,2.41476E-05,20.2619676,231,,0.00000,0.00000000%,-72.899992,,206,373,579,,,,,,,,,,,,A
S10C12b,20.4,19,12:57:20,12444,20.4,20.2,Server,Server,0,0,405.89995,0,-19,0,-387.6,301,10.5540%,2852,16,1020,116,0,2328,130,1,11.3725%,5.5842%,0.040673212,1.95799E-05,20.33660593,387.6,,0.02941,2.89875369%,18.29995,,141,160,301,,,,,,,,,,,,B
S10C12a,20.4,19,12:57:33,12454,20.4,20.2,Server,Server,0,0,2562.39995,0,-127,0,-2590.8,661,20.7666%,3183,40,968,90,0,2430,278,1,9.2975%,11.4403%,0.028275212,3.5942E-05,20.31162428,387.6,,0.02941,2.89875369%,-28.40005,,267,394,661,,,,,,,,,,,,A
S10C11B,20.6,7,12:59:10,12554,20.6,20.300001,Server,Server,0,0,6173.10005,0,-301,0,-6200.6,697,24.5769%,2836,30,788,149,0,2638,298,1,18.9086%,11.2964%,0.052538787,3.98323E-05,20.25765173,144.2,,0.00000,0.00000000%,-27.49995,,198,499,697,,,,,,,,,,,,B
S10C11A,20.4,35,12:59:32,12575,20.4,20.2,Server,Server,0,10,14031.40035,714,-692,-35,-14116.8,990,35.0442%,2825,46,788,176,0,2616,541,1,22.3350%,20.6804%,0.062300885,7.32051E-05,20.18361079,714,,0.00000,0.00000000%,-85.39965,,149,841,990,,,,,,,,,,,,A
S10C10B,21,42,12:51:16,12080,20.9,20.2,Server,Server,0,0,89.2,0,0,0,0,400,14.7820%,2706,25,788,103,0,2182,148,1,13.0711%,6.7828%,0.038063562,2.50657E-05,20.2812269,882,,0.00000,0.00000000%,89.2,,200,200,400,,,,,,,,,,,,B
S10C10A,20.5,22,12:51:05,12068,20.5,20.2,Server,Server,0,0,60.00005,0,0,0,0,250,9.7542%,2563,16,788,100,0,2042,75,1,12.6904%,3.6729%,0.039016777,1.43304E-05,20.27081547,451,,0.01951,1.93242728%,60.00005,,125,125,250,,,,,,,,,,,,A
